,SN,ON_HOURS,NUM_OF_POWER_ONS,EXPECTED_MOTOR_ROTATIONS,SUPPOSED_MOTOR_ROTATIONS,ACTIVE_MILLING_HOURS,DAYS OFFLINE,DAYS SINCE VISIT,CATEGORY
202,19060428,7.12,1.0,72.0,72.0,1.02,43.0,65.0,Technical
203,18040296,17.27,1.0,950.0,950.0,7.37,158.0,206.0,Technical
204,19060345,9.93,1.0,943.0,942.0,4.67,63.0,83.0,Nontechnical
205,21111040,8.5,1.0,966.0,965.0,3.53,37.0,3.0,Technical
206,18040178,9.94,1.0,932.0,933.0,8.05,546.0,524.0,Nontechnical
207,18040190,6.84,1.0,990.0,989.0,6.36,31.0,40.0,Nontechnical
208,21110961,4.02,1.0,287.0,287.0,0.3,34.0,34.0,Technical
209,19060551,1.21,1.0,50.0,50.0,1.03,42.0,67.0,Nontechnical
210,21111040,2.89,1.0,870.0,870.0,2.6,37.0,3.0,Technical
211,18040215,0.07,1.0,0.0,0.0,0.0,297.0,506.0,Nontechnical
212,19060416,4.8,1.0,936.0,936.0,2.22,31.0,31.0,Nontechnical
213,21050719,3.81,1.0,917.0,918.0,3.54,81.0,81.0,Nontechnical
214,21111007,6.22,1.0,775.0,777.0,5.71,68.0,240.0,Technical
215,18040301,9.97,1.0,965.0,965.0,5.71,150.0,152.0,Technical
216,21111007,3.32,1.0,983.0,983.0,3.2,68.0,240.0,Technical
217,15020013,4.72,1.0,39.0,39.0,3.64,37.0,94.0,Nontechnical
218,21050851,1.28,1.0,0.0,0.0,0.0,62.0,423.0,Technical
219,18040177,8.84,1.0,53.0,53.0,1.5,31.0,148.0,Technical
220,21110963,9.94,1.0,449.0,450.0,0.91,34.0,34.0,Technical
221,19060306,0.94,1.0,272.0,272.0,0.19,150.0,152.0,Technical
222,18040245,7.61,1.0,380.0,380.0,0.26,45.0,307.0,Technical
223,18040271,13.98,1.0,1222.0,1224.0,1.53,31.0,148.0,Technical
224,18040277,9.98,1.0,0.0,0.0,0.0,158.0,206.0,Technical
225,21110860,0.33,1.0,67.0,67.0,0.12,147.0,364.0,Technical
226,21111023,0.5,1.0,240.0,240.0,0.48,37.0,3.0,Technical
227,21111069,3.85,1.0,98.0,98.0,3.69,60.0,320.0,Technical
228,19060554,4.94,1.0,974.0,976.0,4.59,220.0,4.0,Technical
229,18040301,9.94,1.0,985.0,925.0,6.55,46.0,46.0,Nontechnical
230,18040245,2.3,1.0,82.0,82.0,0.46,45.0,307.0,Technical
231,19060317,8.96,1.0,5.0,5.0,0.63,43.0,76.0,Nontechnical
232,18040245,9.89,1.0,0.0,0.0,0.0,47.0,544.0,Nontechnical
233,19060551,1.35,1.0,873.0,873.0,1.19,42.0,67.0,Nontechnical
234,21050584,3.27,1.0,82.0,76.0,0.97,51.0,69.0,Technical
235,21111028,2.25,1.0,832.0,832.0,1.9,68.0,240.0,Technical
236,21050851,1.02,1.0,0.0,0.0,0.0,62.0,423.0,Technical
237,21050719,9.93,1.0,4.0,4.0,0.15,79.0,100.0,Nontechnical
238,19060357,1.06,1.0,988.0,988.0,0.7,107.0,49.0,Technical
239,21050697,2.78,1.0,589.0,589.0,1.06,83.0,83.0,Nontechnical
240,18040304,8.34,1.0,3602.0,3614.0,4.13,46.0,46.0,Nontechnical
241,21110979,2.66,1.0,92.0,92.0,1.25,51.0,11.0,Technical
242,18040245,4.08,1.0,923.0,923.0,1.36,45.0,307.0,Technical
243,19060345,9.98,1.0,11.0,11.0,0.26,63.0,83.0,Nontechnical
244,19060395,9.95,1.0,3.0,3.0,0.02,31.0,34.0,Technical
245,21050719,4.12,1.0,909.0,910.0,3.36,81.0,81.0,Nontechnical
246,19060427,1.39,1.0,68.0,929.0,1.34,43.0,65.0,Technical
247,21050582,1.61,1.0,958.0,959.0,1.24,51.0,69.0,Technical
248,21050716,0.12,1.0,82.0,82.0,0.09,83.0,83.0,Nontechnical
249,18040245,1.29,1.0,953.0,954.0,0.99,45.0,307.0,Technical
250,18040177,9.97,1.0,0.0,0.0,0.01,60.0,320.0,Technical
251,21110967,9.79,1.0,879.0,879.0,2.35,34.0,34.0,Technical
252,19060447,0.16,1.0,6.0,6.0,0.05,49.0,5.0,Nontechnical
253,21050822,4.92,1.0,969.0,969.0,4.74,70.0,41.0,Technical
254,21050582,6.96,1.0,934.0,936.0,3.7,56.0,58.0,Nontechnical
255,21050856,2.27,1.0,2117.0,22.0,1.91,51.0,74.0,Technical
256,19060347,8.5,1.0,4702.0,7.0,5.61,243.0,294.0,Nontechnical
257,19060416,5.68,1.0,959.0,947.0,2.94,31.0,31.0,Nontechnical
258,21110979,0.95,1.0,92.0,52.0,0.36,51.0,11.0,Technical
259,21050719,5.76,1.0,957.0,957.0,6.14,81.0,81.0,Nontechnical
260,19060395,3.73,1.0,800.0,801.0,2.74,31.0,34.0,Technical
261,18040296,0.85,1.0,50.0,50.0,0.71,31.0,32.0,Nontechnical
262,19060324,9.64,1.0,0.0,0.0,0.0,186.0,511.0,Technical
263,21110893,0.76,1.0,67.0,67.0,0.6,39.0,61.0,Technical
264,19060551,3.91,1.0,41.0,44.0,2.74,265.0,9.0,Nontechnical
265,21050651,1.14,1.0,7.0,7.0,0.33,48.0,122.0,Nontechnical
266,21050831,1.72,1.0,7.0,7.0,0.02,70.0,41.0,Technical
267,19060551,9.96,1.0,962.0,963.0,9.93,45.0,74.0,Nontechnical
268,21110979,2.56,1.0,91.0,927.0,1.0,51.0,11.0,Technical
269,19060382,2.3,1.0,923.0,923.0,2.17,187.0,84.0,Nontechnical
270,19060334,2.43,1.0,95.0,679.0,1.89,59.0,24.0,Nontechnical
271,19060450,0.42,1.0,501.0,501.0,0.37,263.0,577.0,Nontechnical
272,18040233,5.89,1.0,74.0,74.0,0.05,59.0,94.0,Nontechnical
273,21050601,7.44,1.0,1.0,0.0,0.0,60.0,61.0,Technical
274,19060496,6.8,1.0,915.0,917.0,6.57,44.0,83.0,Nontechnical
275,21050582,5.24,1.0,975.0,311.0,3.63,51.0,69.0,Technical
276,19060416,2.45,1.0,0.0,0.0,0.02,43.0,65.0,Technical
277,21111040,0.33,1.0,0.0,0.0,0.0,37.0,3.0,Technical
278,21050710,3.9,1.0,59.0,59.0,0.44,149.0,73.0,Technical
279,21110993,9.92,1.0,93.0,99.0,2.09,62.0,87.0,Technical
280,21050690,7.82,1.0,953.0,954.0,7.46,83.0,83.0,Nontechnical
281,21050719,9.84,1.0,3.0,3.0,9.7,79.0,100.0,Nontechnical
282,19060416,6.65,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
283,18040181,7.54,1.0,982.0,982.0,5.59,31.0,40.0,Nontechnical
284,19060419,1.39,1.0,8.0,8.0,0.01,33.0,14.0,Technical
285,21050601,1.96,1.0,55.0,55.0,0.78,60.0,61.0,Technical
286,21050665,0.28,1.0,38.0,39.0,0.21,145.0,343.0,Nontechnical
287,21110961,8.77,1.0,870.0,873.0,2.8,34.0,34.0,Technical
288,19060358,3.03,1.0,46.0,46.0,0.11,67.0,68.0,Nontechnical
289,21050719,7.48,1.0,1.0,1.0,0.02,52.0,93.0,Nontechnical
290,18040190,7.12,1.0,1062.0,1062.0,2.9,31.0,40.0,Nontechnical
291,18040301,4.94,1.0,974.0,976.0,4.59,150.0,152.0,Technical
292,21050822,0.26,1.0,72.0,72.0,0.22,70.0,41.0,Technical
293,18040304,0.42,1.0,63.0,63.0,0.4,46.0,46.0,Nontechnical
294,21110979,7.74,1.0,0.0,0.0,0.01,51.0,11.0,Technical
295,21050754,3.19,1.0,894.0,894.0,0.64,127.0,2.0,Technical
296,19060363,1.69,1.0,928.0,928.0,1.1,107.0,49.0,Technical
297,19060395,7.56,1.0,0.0,0.0,0.0,31.0,34.0,Technical
298,19060326,0.77,1.0,12.0,12.0,0.01,59.0,24.0,Nontechnical
299,19060416,2.28,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
300,21110860,4.31,1.0,1134.0,1134.0,2.05,147.0,364.0,Technical
301,21050822,6.84,1.0,9.0,9.0,0.1,70.0,41.0,Technical
302,18040178,9.66,1.0,957.0,929.0,6.0,546.0,524.0,Nontechnical
303,18040215,0.16,1.0,2.0,2.0,0.01,154.0,74.0,Nontechnical
304,18040178,9.93,1.0,12.0,12.0,0.05,73.0,74.0,Nontechnical
305,21110993,9.97,1.0,6.0,6.0,0.27,62.0,87.0,Technical
306,21050716,3.28,1.0,0.0,3183.0,2.73,272.0,73.0,Nontechnical
307,21050719,8.96,1.0,980.0,980.0,6.53,81.0,81.0,Nontechnical
308,19060563,2.8,1.0,99.0,947.0,2.27,298.0,75.0,Nontechnical
309,19060395,0.16,1.0,97.0,96.0,0.15,31.0,34.0,Technical
310,21110979,4.04,1.0,0.0,0.0,0.0,51.0,11.0,Technical
311,19060416,2.98,1.0,0.0,0.0,0.0,43.0,65.0,Technical
312,18040304,9.91,1.0,851.0,852.0,7.23,46.0,46.0,Nontechnical
313,21050665,2.17,1.0,835.0,836.0,1.69,145.0,343.0,Nontechnical
314,21110893,9.97,1.0,0.0,0.0,0.0,35.0,308.0,Technical
315,19060326,3.08,1.0,123.0,123.0,0.25,32.0,166.0,Nontechnical
316,21050719,4.93,1.0,4586.0,4593.0,4.47,52.0,93.0,Nontechnical
317,19060382,2.87,1.0,951.0,951.0,2.69,187.0,84.0,Nontechnical
318,18040245,0.26,1.0,253.0,253.0,0.17,45.0,307.0,Technical
319,21050601,2.54,1.0,973.0,974.0,2.53,60.0,61.0,Technical
320,18040257,3.32,1.0,969.0,969.0,2.86,55.0,283.0,Technical
321,19060450,1.69,1.0,698.0,698.0,1.58,263.0,577.0,Nontechnical
322,21110979,2.48,1.0,97.0,403.0,0.28,51.0,11.0,Technical
323,21050851,5.27,1.0,0.0,0.0,0.0,62.0,423.0,Technical
324,18040251,7.16,1.0,5442.0,5442.0,3.8,158.0,206.0,Technical
325,18040271,9.59,1.0,95.0,95.0,1.14,31.0,148.0,Technical
326,19060491,9.92,1.0,28.0,28.0,0.05,263.0,88.0,Nontechnical
327,21110979,0.6,1.0,0.0,0.0,0.0,51.0,11.0,Technical
328,21050615,9.99,1.0,0.0,0.0,0.0,75.0,76.0,Nontechnical
329,19060413,2.65,1.0,97.0,97.0,1.03,31.0,31.0,Nontechnical
330,18040271,9.19,1.0,786.0,785.0,1.3,31.0,148.0,Technical
331,18040296,9.99,1.0,898.0,899.0,7.06,158.0,206.0,Technical
332,21050719,2.5,1.0,63.0,63.0,1.63,76.0,76.0,Nontechnical
333,19060345,9.98,1.0,3.0,3.0,0.01,63.0,83.0,Nontechnical
334,18040271,9.96,1.0,922.0,922.0,1.32,31.0,148.0,Technical
335,21110979,7.64,1.0,963.0,980.0,3.32,51.0,11.0,Technical
336,19060409,2.13,1.0,713.0,769.0,0.99,31.0,31.0,Nontechnical
337,19060491,4.6,1.0,994.0,994.0,2.13,73.0,74.0,Nontechnical
338,19060416,7.64,1.0,963.0,980.0,3.32,31.0,31.0,Nontechnical
339,21050576,0.94,1.0,64.0,73.0,0.05,270.0,511.0,Technical
340,21110860,1.53,1.0,425.0,425.0,0.56,147.0,364.0,Technical
341,19060416,0.85,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
342,18040271,2.05,1.0,939.0,945.0,1.46,39.0,349.0,Technical
343,18040245,0.5,1.0,3.0,3.0,0.01,158.0,206.0,Technical
344,21110961,9.99,1.0,99.0,99.0,0.73,34.0,34.0,Technical
345,21110903,0.71,1.0,67.0,66.0,0.34,39.0,61.0,Technical
346,19060411,9.99,1.0,662.0,668.0,0.74,31.0,34.0,Technical
347,19060554,7.61,1.0,4221.0,4220.0,7.44,220.0,4.0,Technical
348,18040203,6.46,1.0,897.0,897.0,2.68,31.0,40.0,Nontechnical
349,21050719,9.09,1.0,916.0,917.0,6.34,81.0,81.0,Nontechnical
350,17010091,7.88,1.0,0.0,0.0,0.0,84.0,11.0,Nontechnical
351,21050784,5.21,1.0,9290.0,9292.0,5.16,41.0,42.0,Technical
352,19060416,1.88,1.0,1174.0,1173.0,1.82,31.0,34.0,Technical
353,21050625,9.94,1.0,0.0,0.0,0.0,32.0,33.0,Technical
354,21110979,1.1,1.0,68.0,826.0,0.82,51.0,11.0,Technical
355,21050719,9.85,1.0,9971.0,9971.0,8.87,79.0,100.0,Nontechnical
356,19060416,1.76,1.0,94.0,85.0,0.34,31.0,31.0,Nontechnical
357,19060551,3.27,1.0,88.0,88.0,1.78,285.0,41.0,Nontechnical
358,19060416,0.51,1.0,513.0,513.0,0.44,43.0,65.0,Technical
359,18040255,2.26,1.0,0.0,0.0,0.0,45.0,307.0,Technical
360,21050822,9.91,1.0,26.0,26.0,0.08,70.0,41.0,Technical
361,18040296,2.25,1.0,838.0,842.0,1.69,31.0,32.0,Nontechnical
362,21050584,8.18,1.0,942.0,943.0,2.85,51.0,69.0,Technical
363,21050678,0.11,1.0,83.0,83.0,0.09,83.0,83.0,Nontechnical
364,21111069,9.59,1.0,994.0,994.0,8.31,60.0,320.0,Technical
365,18040215,9.96,1.0,0.0,0.0,0.0,154.0,74.0,Nontechnical
366,19060416,0.07,1.0,0.0,0.0,0.02,31.0,31.0,Nontechnical
367,19060450,0.16,1.0,6.0,6.0,0.01,49.0,5.0,Nontechnical
368,19060419,2.02,1.0,0.0,0.0,1.24,33.0,14.0,Technical
369,21050855,4.35,1.0,899.0,899.0,4.25,51.0,74.0,Technical
370,21050697,4.23,1.0,94.0,960.0,3.59,83.0,83.0,Nontechnical
371,17020148,9.94,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
372,21050582,6.99,1.0,934.0,946.0,3.2,56.0,58.0,Nontechnical
373,21050719,5.59,1.0,954.0,954.0,4.49,81.0,81.0,Nontechnical
374,19060416,0.07,1.0,0.0,0.0,0.02,31.0,31.0,Nontechnical
375,21050716,9.63,1.0,7433.0,9954.0,8.27,272.0,73.0,Nontechnical
376,19060356,3.87,1.0,686.0,998.0,2.74,67.0,68.0,Nontechnical
377,21050651,8.1,1.0,0.0,0.0,0.0,48.0,122.0,Nontechnical
378,19060551,1.28,1.0,62.0,7.0,0.75,265.0,9.0,Nontechnical
379,21050754,1.94,1.0,993.0,995.0,0.91,127.0,2.0,Technical
380,21111040,2.57,1.0,847.0,847.0,2.54,37.0,3.0,Technical
381,21050581,2.52,1.0,0.0,0.0,0.01,89.0,89.0,Technical
382,19060326,4.05,1.0,0.0,0.0,0.0,59.0,24.0,Nontechnical
383,21050823,4.92,1.0,969.0,969.0,4.74,70.0,41.0,Technical
384,18040272,1.95,1.0,968.0,968.0,1.93,118.0,283.0,Technical
385,18040304,9.97,1.0,968.0,971.0,4.32,46.0,46.0,Nontechnical
386,21110979,0.43,1.0,309.0,310.0,0.36,51.0,11.0,Technical
387,18040178,9.95,1.0,0.0,0.0,0.01,177.0,524.0,Nontechnical
388,19060551,6.61,1.0,1810.0,1810.0,1.68,42.0,67.0,Nontechnical
389,18040174,9.98,1.0,1.0,1.0,0.02,177.0,524.0,Nontechnical
390,21111069,7.22,1.0,983.0,983.0,6.46,60.0,320.0,Technical
391,18040193,2.96,1.0,936.0,936.0,2.87,53.0,320.0,Technical
392,21050851,5.67,1.0,0.0,0.0,0.0,62.0,423.0,Technical
393,21050776,1.96,1.0,76.0,984.0,1.88,264.0,14.0,Technical
394,21050591,1.09,1.0,0.0,0.0,0.0,56.0,58.0,Nontechnical
395,19060416,6.56,1.0,996.0,996.0,2.1,31.0,31.0,Nontechnical
396,19060551,4.86,1.0,2991.0,2993.0,3.38,45.0,74.0,Nontechnical
397,18040245,6.35,1.0,959.0,960.0,3.85,158.0,206.0,Technical
398,21110874,4.51,1.0,9.0,83.0,0.1,304.0,67.0,Technical
399,18040271,9.99,1.0,98.0,98.0,0.11,31.0,148.0,Technical
400,21050654,1.21,1.0,95.0,95.0,0.81,145.0,343.0,Nontechnical
401,21110979,2.31,1.0,76.0,67.0,1.02,51.0,11.0,Technical
402,18040245,5.11,1.0,965.0,965.0,4.74,248.0,40.0,Nontechnical
403,21050813,4.77,1.0,436.0,440.0,2.5,33.0,84.0,Technical
404,18040251,8.56,1.0,0.0,0.0,0.0,158.0,206.0,Technical
405,21050831,3.01,1.0,83.0,83.0,0.2,70.0,41.0,Technical
406,21050719,7.9,1.0,940.0,941.0,7.43,81.0,81.0,Nontechnical
407,21050591,0.94,1.0,95.0,29.0,0.14,56.0,58.0,Nontechnical
408,19060317,9.98,1.0,1.0,1.0,0.02,43.0,76.0,Nontechnical
409,19060345,3.09,1.0,956.0,958.0,3.01,243.0,294.0,Nontechnical
410,19060551,1.47,1.0,58.0,58.0,0.52,45.0,74.0,Nontechnical
411,19060334,6.02,1.0,970.0,977.0,5.59,59.0,24.0,Nontechnical
412,21050719,3.1,1.0,870.0,870.0,2.04,124.0,5.0,Technical
413,21050823,1.72,1.0,7.0,7.0,0.02,70.0,41.0,Technical
414,19060551,1.38,1.0,83.0,83.0,1.19,42.0,67.0,Nontechnical
415,19060491,8.32,1.0,21.0,21.0,0.12,263.0,88.0,Nontechnical
416,18040190,7.8,1.0,978.0,979.0,5.48,31.0,40.0,Nontechnical
417,18040173,7.96,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
418,18040215,1.2,1.0,963.0,972.0,0.88,39.0,530.0,Nontechnical
419,21111040,6.07,1.0,36.0,36.0,1.43,37.0,3.0,Technical
420,19060334,3.29,1.0,683.0,793.0,2.75,59.0,24.0,Nontechnical
421,18040245,7.03,1.0,0.0,0.0,0.0,158.0,206.0,Technical
422,18040245,0.24,1.0,0.0,0.0,0.0,158.0,206.0,Technical
423,21050719,3.78,1.0,850.0,850.0,3.75,81.0,81.0,Nontechnical
424,21050678,3.98,1.0,49.0,74.0,2.72,83.0,83.0,Nontechnical
425,19060416,2.15,1.0,940.0,940.0,1.29,31.0,31.0,Nontechnical
426,21050651,9.96,1.0,961.0,961.0,8.87,43.0,43.0,Technical
427,19060551,3.14,1.0,947.0,959.0,2.96,265.0,9.0,Nontechnical
428,21050855,1.44,1.0,953.0,953.0,1.4,51.0,74.0,Technical
429,19060416,1.41,1.0,97.0,97.0,0.92,31.0,31.0,Nontechnical
430,21050719,7.52,1.0,85.0,7452.0,4.52,79.0,100.0,Nontechnical
431,21110979,5.35,1.0,967.0,981.0,2.54,51.0,11.0,Technical
432,18040296,8.69,1.0,5.0,5.0,0.02,118.0,328.0,Nontechnical
433,21110979,0.67,1.0,88.0,88.0,0.36,51.0,11.0,Technical
434,18040271,0.42,1.0,68.0,67.0,0.15,31.0,148.0,Technical
435,19060326,2.61,1.0,539.0,538.0,2.2,59.0,24.0,Nontechnical
436,21050687,3.56,1.0,984.0,984.0,1.87,83.0,83.0,Nontechnical
437,21050601,1.03,1.0,683.0,683.0,0.95,60.0,61.0,Technical
438,21110977,9.39,1.0,9.0,9.0,1.85,34.0,34.0,Technical
439,21050589,9.96,1.0,22.0,22.0,0.12,56.0,58.0,Nontechnical
440,19060491,9.93,1.0,19.0,19.0,0.07,263.0,88.0,Nontechnical
441,18040219,0.99,1.0,1.0,0.0,0.0,52.0,94.0,Nontechnical
442,21111069,5.91,1.0,2.0,996.0,5.3,60.0,320.0,Technical
443,21050692,3.92,1.0,98.0,84.0,0.75,83.0,83.0,Nontechnical
444,19060358,3.87,1.0,69.0,69.0,0.82,107.0,49.0,Technical
445,18040190,7.35,1.0,999.0,998.0,6.22,31.0,40.0,Nontechnical
446,21111028,5.09,1.0,71.0,71.0,4.12,68.0,240.0,Technical
447,19060326,2.61,1.0,539.0,538.0,2.2,59.0,24.0,Nontechnical
448,18040293,5.91,1.0,923.0,969.0,4.52,158.0,206.0,Technical
449,21110979,7.15,1.0,2.0,2.0,0.02,51.0,11.0,Technical
450,18040304,7.63,1.0,988.0,962.0,7.38,35.0,89.0,Nontechnical
451,18040304,9.99,1.0,940.0,955.0,9.68,46.0,46.0,Nontechnical
452,21111069,5.91,1.0,2.0,83.0,2.64,60.0,320.0,Technical
453,18040221,0.41,1.0,5.0,4.0,0.03,52.0,94.0,Nontechnical
454,18040245,1.61,1.0,578.0,578.0,0.4,45.0,307.0,Technical
455,19060357,5.32,1.0,99.0,98.0,1.65,107.0,49.0,Technical
456,21110903,2.37,1.0,870.0,870.0,1.56,39.0,61.0,Technical
457,18040215,9.2,1.0,943.0,943.0,2.34,154.0,74.0,Nontechnical
458,21050754,7.09,1.0,82.0,82.0,2.37,127.0,2.0,Technical
459,21050601,4.07,1.0,823.0,818.0,1.81,60.0,61.0,Technical
460,18040195,0.67,1.0,94.0,94.0,0.63,31.0,40.0,Nontechnical
461,18040293,9.96,1.0,939.0,954.0,3.03,158.0,206.0,Technical
462,19060334,0.77,1.0,85.0,124.0,0.18,59.0,24.0,Nontechnical
463,15020016,9.95,1.0,0.0,0.0,0.0,46.0,67.0,Nontechnical
464,21050610,7.64,1.0,911.0,989.0,6.94,75.0,76.0,Nontechnical
465,19060306,0.0,1.0,0.0,0.0,0.0,150.0,152.0,Technical
466,19060395,1.16,1.0,319.0,318.0,0.29,31.0,34.0,Technical
467,18040190,8.36,1.0,989.0,989.0,7.32,31.0,40.0,Nontechnical
468,19060322,9.92,1.0,4.0,4.0,0.05,43.0,76.0,Nontechnical
469,19060439,9.95,1.0,1607.0,1639.0,2.31,43.0,44.0,Nontechnical
470,18040234,9.98,1.0,895.0,895.0,0.98,91.0,95.0,Nontechnical
471,18040304,9.77,1.0,66.0,66.0,0.08,46.0,46.0,Nontechnical
472,19060551,2.87,1.0,997.0,999.0,1.94,42.0,67.0,Nontechnical
473,21110979,0.33,1.0,56.0,55.0,0.22,37.0,3.0,Technical
474,21050851,9.94,1.0,25.0,25.0,0.02,62.0,423.0,Technical
475,19060416,0.65,1.0,98.0,98.0,0.12,119.0,153.0,Technical
476,19060413,2.11,1.0,357.0,370.0,0.53,31.0,31.0,Nontechnical
477,18040245,0.07,1.0,0.0,0.0,0.0,91.0,95.0,Nontechnical
478,19060551,2.13,1.0,980.0,980.0,2.05,45.0,74.0,Nontechnical
479,21110967,8.52,1.0,815.0,815.0,2.13,34.0,34.0,Technical
480,19060334,3.1,1.0,81.0,89.0,2.64,59.0,24.0,Nontechnical
481,19060347,3.17,1.0,2793.0,2804.0,2.5,243.0,294.0,Nontechnical
482,21111069,8.14,1.0,2.0,997.0,7.39,60.0,320.0,Technical
483,19060413,9.89,1.0,0.0,0.0,0.0,31.0,34.0,Technical
484,19060395,2.99,1.0,938.0,939.0,1.84,31.0,34.0,Technical
485,18040178,9.94,1.0,9.0,4.0,0.01,177.0,524.0,Nontechnical
486,21050697,0.54,1.0,88.0,88.0,0.43,83.0,83.0,Nontechnical
487,21050692,1.2,1.0,58.0,56.0,0.57,83.0,83.0,Nontechnical
488,21050678,7.68,1.0,949.0,952.0,5.29,83.0,83.0,Nontechnical
489,21050719,9.17,1.0,993.0,995.0,7.06,81.0,81.0,Nontechnical
490,18040178,9.96,1.0,7.0,7.0,0.04,177.0,524.0,Nontechnical
491,18040271,2.31,1.0,4.0,4.0,0.15,39.0,349.0,Technical
492,21110979,0.98,1.0,89.0,89.0,0.59,51.0,11.0,Technical
493,19060416,0.24,1.0,50.0,50.0,0.19,31.0,31.0,Nontechnical
494,18040255,9.07,1.0,69.0,69.0,0.11,45.0,307.0,Technical
495,21110977,3.16,1.0,10.0,10.0,0.03,48.0,147.0,Technical
496,18040304,19.64,1.0,8352.0,8352.0,9.05,46.0,46.0,Nontechnical
497,21111069,2.99,1.0,933.0,933.0,2.06,60.0,320.0,Technical
498,19060551,2.98,1.0,958.0,959.0,2.23,285.0,41.0,Nontechnical
499,19060315,9.58,1.0,24.0,25.0,0.06,61.0,81.0,Nontechnical
500,21050822,5.95,1.0,5858.0,5857.0,5.61,70.0,41.0,Technical
501,19060447,1.71,1.0,71.0,71.0,1.06,50.0,9.0,Nontechnical
502,18040291,8.72,1.0,0.0,0.0,0.0,158.0,206.0,Technical
503,19060363,5.01,1.0,1151.0,1151.0,1.25,107.0,49.0,Technical
504,19060563,5.83,1.0,984.0,984.0,4.19,298.0,75.0,Nontechnical
505,19060491,4.91,1.0,926.0,926.0,4.79,263.0,88.0,Nontechnical
506,19060551,2.32,1.0,850.0,850.0,1.64,42.0,67.0,Nontechnical
507,18040193,2.51,1.0,571.0,572.0,2.44,53.0,320.0,Technical
508,21050784,8.45,1.0,984.0,984.0,8.37,41.0,42.0,Technical
509,21050703,0.82,1.0,68.0,68.0,0.75,83.0,83.0,Nontechnical
510,21050813,7.42,1.0,0.0,10.0,0.02,33.0,84.0,Technical
511,18040304,23.9,1.0,4816.0,6226.0,8.79,46.0,46.0,Nontechnical
512,19060385,1.84,1.0,474.0,474.0,1.29,58.0,59.0,Technical
513,18040269,1.31,1.0,81.0,81.0,0.91,55.0,283.0,Technical
514,21050719,7.21,1.0,967.0,967.0,5.56,81.0,81.0,Nontechnical
515,19060347,5.61,1.0,2833.0,2834.0,2.92,243.0,294.0,Nontechnical
516,19060551,9.96,1.0,962.0,963.0,9.93,45.0,74.0,Nontechnical
517,21050856,3.24,1.0,948.0,948.0,2.91,51.0,74.0,Technical
518,21050719,0.18,1.0,194.0,194.0,0.13,81.0,81.0,Nontechnical
519,19060563,4.94,1.0,974.0,976.0,4.59,220.0,4.0,Technical
520,19060411,9.98,1.0,6.0,8.0,0.04,31.0,34.0,Technical
521,19060557,9.92,1.0,970.0,970.0,9.21,220.0,4.0,Technical
522,21110903,1.88,1.0,429.0,447.0,1.17,39.0,61.0,Technical
523,18040245,0.93,1.0,950.0,950.0,0.91,158.0,206.0,Technical
524,18040234,3.06,1.0,992.0,992.0,2.36,91.0,95.0,Nontechnical
525,21050851,12.8,1.0,0.0,0.0,0.0,62.0,423.0,Technical
526,18040190,6.81,1.0,999.0,953.0,6.01,31.0,40.0,Nontechnical
527,19060416,4.86,1.0,96.0,97.0,1.82,119.0,153.0,Technical
528,18040291,3.96,1.0,949.0,949.0,7.06,158.0,206.0,Technical
529,21110993,5.62,1.0,52.0,54.0,0.19,62.0,87.0,Technical
530,18040269,0.6,1.0,707.0,707.0,0.6,55.0,283.0,Technical
531,18040234,9.96,1.0,973.0,974.0,8.79,91.0,95.0,Nontechnical
532,18040255,3.46,1.0,968.0,968.0,1.97,55.0,283.0,Technical
533,21110979,5.35,1.0,967.0,981.0,2.54,51.0,11.0,Technical
534,18040255,4.08,1.0,923.0,923.0,1.36,45.0,307.0,Technical
535,19060551,4.07,1.0,993.0,993.0,3.4,265.0,9.0,Nontechnical
536,21050784,6.73,1.0,9403.0,9444.0,6.47,41.0,42.0,Technical
537,18040181,9.94,1.0,4.0,4.0,0.02,73.0,74.0,Nontechnical
538,19060326,1.99,1.0,500.0,500.0,1.55,59.0,24.0,Nontechnical
539,21050855,8.28,1.0,925.0,926.0,6.59,51.0,74.0,Technical
540,18040293,9.95,1.0,975.0,949.0,3.35,158.0,206.0,Technical
541,21110979,6.36,1.0,1998.0,1998.0,1.95,51.0,11.0,Technical
542,18040233,2.82,1.0,942.0,942.0,2.09,91.0,95.0,Nontechnical
543,18040178,7.37,1.0,0.0,0.0,0.0,546.0,524.0,Nontechnical
544,18040251,0.16,1.0,0.0,0.0,0.0,158.0,206.0,Technical
545,19060395,0.07,1.0,9.0,9.0,0.0,31.0,34.0,Technical
546,21050747,9.94,1.0,1.0,1.0,0.07,39.0,69.0,Technical
547,21050783,5.72,1.0,989.0,989.0,5.56,264.0,14.0,Technical
548,21050856,3.38,1.0,6689.0,6751.0,2.95,51.0,74.0,Technical
549,18040181,3.09,1.0,94.0,94.0,2.91,31.0,40.0,Nontechnical
550,18040301,9.97,1.0,8352.0,8352.0,9.05,46.0,46.0,Nontechnical
551,18040271,5.48,1.0,4.0,4.0,2.62,39.0,349.0,Technical
