,SN,ON_HOURS,NUM_OF_POWER_ONS,EXPECTED_MOTOR_ROTATIONS,SUPPOSED_MOTOR_ROTATIONS,ACTIVE_MILLING_HOURS,DAYS OFFLINE,DAYS SINCE VISIT,CATEGORY
4882,18040245,5.57,1.0,84.0,84.0,1.15,158.0,206.0,Technical
4883,19060324,1.01,1.0,74.0,77.0,0.31,37.0,42.0,Nontechnical
4884,19060557,4.94,1.0,974.0,976.0,4.59,220.0,4.0,Technical
4885,21050813,8.16,1.0,4.0,7.0,1.37,33.0,84.0,Technical
4886,18040272,3.02,1.0,958.0,958.0,2.96,118.0,283.0,Technical
4887,19060551,8.8,1.0,974.0,975.0,8.62,45.0,74.0,Nontechnical
4888,21050654,4.3,1.0,56.0,56.0,1.1,145.0,343.0,Nontechnical
4889,18040178,9.9,1.0,1.0,1.0,0.01,177.0,524.0,Nontechnical
4890,21050601,6.78,1.0,0.0,0.0,0.0,32.0,135.0,Technical
4891,21110979,0.76,1.0,58.0,59.0,0.54,51.0,11.0,Technical
4892,18040304,9.88,1.0,6263.0,6477.0,7.48,46.0,46.0,Nontechnical
4893,18040178,2.3,1.0,877.0,877.0,1.89,150.0,161.0,Technical
4894,21110993,2.66,1.0,10.0,10.0,0.02,62.0,87.0,Technical
4895,21110903,0.54,1.0,203.0,203.0,0.33,39.0,61.0,Technical
4896,21050601,4.09,1.0,940.0,943.0,3.98,60.0,61.0,Technical
4897,21050719,2.01,1.0,0.0,0.0,0.0,81.0,81.0,Nontechnical
4898,18040271,9.59,1.0,84.0,83.0,0.16,31.0,148.0,Technical
4899,19060306,0.18,1.0,7.0,46.0,0.05,150.0,152.0,Technical
4900,18040234,2.51,1.0,968.0,969.0,1.87,91.0,95.0,Nontechnical
4901,18040195,8.53,1.0,0.0,0.0,0.0,31.0,40.0,Nontechnical
4902,18040203,9.78,1.0,966.0,966.0,3.78,31.0,40.0,Nontechnical
4903,18040234,1.36,1.0,93.0,94.0,0.71,91.0,95.0,Nontechnical
4904,21111023,2.97,1.0,1960.0,1964.0,2.81,37.0,3.0,Technical
4905,21050719,8.56,1.0,993.0,993.0,7.14,81.0,81.0,Nontechnical
4906,21050716,3.56,1.0,996.0,867.0,2.63,83.0,83.0,Nontechnical
4907,18040304,9.85,1.0,961.0,981.0,7.84,46.0,46.0,Nontechnical
4908,21050676,0.86,1.0,86.0,86.0,0.46,145.0,343.0,Nontechnical
4909,19060345,9.97,1.0,0.0,0.0,4.07,63.0,83.0,Nontechnical
4910,19060324,9.98,1.0,0.0,0.0,0.01,68.0,81.0,Nontechnical
4911,21050719,6.6,1.0,978.0,978.0,6.36,81.0,81.0,Nontechnical
4912,18040271,7.38,1.0,920.0,920.0,5.27,39.0,349.0,Technical
4913,19060326,9.98,1.0,0.0,0.0,0.0,32.0,166.0,Nontechnical
4914,18040304,0.22,1.0,3.0,3.0,0.0,35.0,89.0,Nontechnical
4915,18040178,9.98,1.0,0.0,0.0,0.0,95.0,95.0,Nontechnical
4916,21050783,9.13,1.0,984.0,92.0,6.65,264.0,14.0,Technical
4917,15020030,9.96,1.0,0.0,0.0,0.0,211.0,234.0,Nontechnical
4918,19060326,6.61,1.0,0.0,0.0,0.0,59.0,24.0,Nontechnical
4919,21110903,0.63,1.0,41.0,41.0,0.34,39.0,61.0,Technical
4920,21050591,1.01,1.0,7.0,55.0,0.09,56.0,58.0,Nontechnical
4921,21050601,7.44,1.0,1.0,0.0,0.0,60.0,61.0,Technical
4922,21050676,0.17,1.0,4.0,4.0,0.05,145.0,343.0,Nontechnical
4923,19060428,9.99,1.0,9.0,9.0,0.46,43.0,65.0,Technical
4924,18040271,2.84,1.0,91.0,91.0,2.43,40.0,77.0,Technical
4925,18040251,0.16,1.0,228.0,229.0,0.16,158.0,206.0,Technical
4926,21050697,6.26,1.0,941.0,946.0,5.26,83.0,83.0,Nontechnical
4927,21050856,3.42,1.0,935.0,935.0,3.36,51.0,74.0,Technical
4928,19060563,0.17,1.0,7.0,17.0,0.01,220.0,4.0,Technical
4929,19060326,3.29,1.0,683.0,793.0,2.75,59.0,24.0,Nontechnical
4930,19060499,6.07,1.0,955.0,955.0,3.55,44.0,83.0,Nontechnical
4931,19060551,6.56,1.0,947.0,947.0,5.65,36.0,72.0,Nontechnical
4932,21050582,21.85,1.0,55.0,55.0,0.77,89.0,89.0,Technical
4933,18040291,9.95,1.0,0.0,0.0,0.0,158.0,206.0,Technical
4934,19060334,2.26,1.0,0.0,0.0,0.0,59.0,24.0,Nontechnical
4935,18040255,2.28,1.0,0.0,2.0,0.0,45.0,307.0,Technical
4936,19060554,0.32,1.0,3.0,41.0,0.04,220.0,4.0,Technical
4937,18040296,1.45,1.0,0.0,0.0,0.0,158.0,206.0,Technical
4938,19060395,1.44,1.0,735.0,735.0,1.41,31.0,34.0,Technical
4939,21110903,2.35,1.0,1156.0,1169.0,1.05,39.0,61.0,Technical
4940,21110961,9.95,1.0,57.0,57.0,0.38,34.0,34.0,Technical
4941,21050581,3.52,1.0,1.0,1.0,0.02,89.0,89.0,Technical
4942,19060416,0.35,1.0,49.0,32.0,0.21,43.0,65.0,Technical
4943,18040271,11.52,1.0,30.0,31.0,0.38,31.0,148.0,Technical
4944,21050719,5.16,1.0,3.0,3.0,0.06,79.0,100.0,Nontechnical
4945,19060358,1.41,1.0,56.0,56.0,0.41,107.0,49.0,Technical
4946,19060571,3.59,1.0,0.0,0.0,0.0,298.0,75.0,Nontechnical
4947,18040273,4.49,1.0,952.0,972.0,4.13,118.0,283.0,Technical
4948,21111069,7.19,1.0,990.0,990.0,6.29,60.0,320.0,Technical
4949,18040304,9.94,1.0,6468.0,6758.0,8.17,46.0,46.0,Nontechnical
4950,21110903,0.76,1.0,67.0,67.0,0.6,39.0,61.0,Technical
4951,21050601,1.79,1.0,954.0,962.0,1.78,60.0,61.0,Technical
4952,21050660,4.7,1.0,58.0,59.0,4.58,93.0,41.0,Technical
4953,19060551,4.15,1.0,6181.0,6181.0,8.91,36.0,72.0,Nontechnical
4954,21050784,8.01,1.0,977.0,977.0,7.89,41.0,42.0,Technical
4955,21110903,1.2,1.0,744.0,743.0,0.93,39.0,61.0,Technical
4956,19060416,2.29,1.0,698.0,698.0,0.83,31.0,31.0,Nontechnical
4957,18040245,0.43,1.0,0.0,0.0,0.0,45.0,307.0,Technical
4958,19060447,3.79,1.0,712.0,712.0,2.73,50.0,9.0,Nontechnical
4959,21050584,2.84,1.0,973.0,973.0,1.12,51.0,69.0,Technical
4960,21050601,9.97,1.0,7.0,7.0,0.01,32.0,135.0,Technical
4961,21110860,2.74,1.0,954.0,955.0,1.43,147.0,364.0,Technical
4962,21110979,0.76,1.0,70.0,125.0,0.24,51.0,11.0,Technical
4963,19060416,2.71,1.0,0.0,0.0,0.65,43.0,65.0,Technical
4964,19060395,6.58,1.0,407.0,407.0,2.24,31.0,34.0,Technical
4965,21050653,5.95,1.0,91.0,91.0,5.9,43.0,43.0,Technical
4966,21050645,0.35,1.0,8.0,41.0,0.07,65.0,66.0,Nontechnical
4967,21110903,0.87,1.0,373.0,412.0,0.51,39.0,61.0,Technical
4968,18040221,0.99,1.0,1.0,0.0,0.0,52.0,94.0,Nontechnical
4969,18040215,9.98,1.0,0.0,0.0,0.0,154.0,74.0,Nontechnical
4970,18040251,6.74,1.0,0.0,0.0,0.0,158.0,206.0,Technical
4971,19060499,6.58,1.0,959.0,959.0,8.89,44.0,83.0,Nontechnical
4972,19060395,3.48,1.0,2461.0,2462.0,3.28,31.0,34.0,Technical
4973,19060324,0.57,1.0,75.0,75.0,0.26,37.0,42.0,Nontechnical
4974,19060551,8.01,1.0,957.0,957.0,7.13,36.0,72.0,Nontechnical
4975,19060324,9.96,1.0,0.0,2.0,0.01,37.0,42.0,Nontechnical
4976,21111016,3.39,1.0,956.0,956.0,2.98,68.0,240.0,Technical
4977,21111069,2.65,1.0,906.0,906.0,2.45,60.0,320.0,Technical
4978,21050601,6.28,1.0,0.0,0.0,0.0,60.0,61.0,Technical
4979,21050610,5.8,1.0,960.0,966.0,3.63,75.0,76.0,Nontechnical
4980,18040271,9.19,1.0,786.0,785.0,1.3,31.0,148.0,Technical
4981,21110979,0.67,1.0,88.0,88.0,0.36,51.0,11.0,Technical
4982,21050855,1.36,1.0,93.0,93.0,0.54,51.0,74.0,Technical
4983,19060491,7.36,1.0,954.0,954.0,1.53,263.0,88.0,Nontechnical
4984,21111040,1.58,1.0,584.0,593.0,1.39,37.0,3.0,Technical
4985,18040271,0.42,1.0,68.0,67.0,0.15,31.0,148.0,Technical
4986,21111023,0.85,1.0,53.0,68.0,0.41,37.0,3.0,Technical
4987,21050716,0.16,1.0,84.0,84.0,0.11,83.0,83.0,Nontechnical
4988,21050719,4.67,1.0,964.0,964.0,2.98,124.0,5.0,Technical
4989,21050822,22.52,1.0,3.0,3.0,0.05,70.0,41.0,Technical
4990,21050645,9.96,1.0,0.0,0.0,0.0,45.0,47.0,Nontechnical
4991,21050697,6.79,1.0,792.0,794.0,6.57,83.0,83.0,Nontechnical
4992,21050719,9.49,1.0,995.0,995.0,7.79,124.0,5.0,Technical
4993,21050822,9.34,1.0,99.0,99.0,8.49,70.0,41.0,Technical
4994,21110993,7.42,1.0,98.0,94.0,0.45,62.0,87.0,Technical
4995,18040301,9.88,1.0,84.0,8.0,0.54,46.0,46.0,Nontechnical
4996,18040190,7.71,1.0,980.0,980.0,6.6,31.0,40.0,Nontechnical
4997,21111069,3.68,1.0,94.0,966.0,2.98,60.0,320.0,Technical
4998,21050776,2.0,1.0,43.0,43.0,1.94,264.0,14.0,Technical
4999,21050822,8.06,1.0,8469.0,8470.0,7.88,70.0,41.0,Technical
5000,21050719,8.43,1.0,940.0,941.0,5.36,81.0,81.0,Nontechnical
5001,18040233,3.1,1.0,869.0,869.0,2.76,91.0,95.0,Nontechnical
5002,17020141,9.95,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
5003,21050697,2.22,1.0,921.0,921.0,1.51,83.0,83.0,Nontechnical
5004,21110903,1.78,1.0,306.0,723.0,0.8,39.0,61.0,Technical
5005,19060395,1.88,1.0,1174.0,1173.0,1.82,31.0,34.0,Technical
5006,21110993,2.57,1.0,6.0,6.0,0.08,62.0,87.0,Technical
5007,21050601,4.0,1.0,1.0,0.0,0.0,60.0,61.0,Technical
5008,21050615,9.98,1.0,0.0,0.0,0.0,75.0,76.0,Nontechnical
5009,19060439,0.16,1.0,95.0,95.0,0.07,43.0,44.0,Nontechnical
5010,19060557,3.6,1.0,9.0,8.0,0.69,186.0,9.0,Nontechnical
5011,21050582,8.53,1.0,124.0,9.0,0.81,56.0,58.0,Nontechnical
5012,21050584,8.84,1.0,937.0,937.0,2.72,51.0,69.0,Technical
5013,18040296,6.42,1.0,53.0,53.0,2.31,68.0,74.0,Nontechnical
5014,19060395,5.56,1.0,0.0,3.0,0.02,31.0,34.0,Technical
5015,18040215,4.89,1.0,0.0,0.0,0.0,154.0,74.0,Nontechnical
5016,19060416,4.63,1.0,943.0,943.0,3.46,31.0,34.0,Technical
5017,19060551,6.91,1.0,954.0,954.0,6.07,36.0,72.0,Nontechnical
5018,19060555,0.47,1.0,88.0,88.0,0.33,74.0,46.0,Nontechnical
5019,19060306,0.0,1.0,0.0,0.0,0.0,150.0,152.0,Technical
5020,19060326,3.0,1.0,1602.0,27.0,1.57,97.0,98.0,Nontechnical
5021,21110860,0.33,1.0,67.0,67.0,0.12,147.0,364.0,Technical
5022,19060416,1.62,1.0,872.0,886.0,1.17,43.0,65.0,Technical
5023,17020148,6.49,1.0,48.0,48.0,0.01,177.0,524.0,Nontechnical
5024,19060416,2.85,1.0,986.0,986.0,2.7,31.0,34.0,Technical
5025,19060557,0.0,1.0,0.0,0.0,0.0,220.0,4.0,Technical
5026,21110977,9.4,1.0,89.0,89.0,0.28,34.0,34.0,Technical
5027,18040177,9.74,1.0,901.0,900.0,1.34,31.0,148.0,Technical
5028,19060326,7.39,1.0,71.0,71.0,2.51,97.0,98.0,Nontechnical
5029,21050719,5.79,1.0,983.0,984.0,3.46,124.0,5.0,Technical
5030,19060416,2.03,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
5031,19060390,2.14,1.0,94.0,93.0,1.0,31.0,34.0,Technical
5032,19060395,4.2,1.0,79.0,80.0,2.54,31.0,34.0,Technical
5033,21050654,7.3,1.0,962.0,961.0,5.92,43.0,43.0,Technical
5034,21110989,5.35,1.0,7.0,7.0,1.24,62.0,87.0,Technical
5035,18040304,2.55,1.0,991.0,991.0,2.54,61.0,81.0,Nontechnical
5036,19060551,4.67,1.0,917.0,918.0,2.88,42.0,67.0,Nontechnical
5037,21050813,2.54,1.0,2256.0,2262.0,2.03,33.0,84.0,Technical
5038,19060395,0.07,1.0,0.0,0.0,0.01,31.0,34.0,Technical
5039,19060306,0.0,1.0,0.0,0.0,0.0,150.0,152.0,Technical
5040,18040234,9.99,1.0,970.0,970.0,3.15,91.0,95.0,Nontechnical
5041,19060324,2.64,1.0,0.0,0.0,0.0,97.0,97.0,Nontechnical
5042,18040255,2.55,1.0,916.0,916.0,2.2,55.0,283.0,Technical
5043,18040304,7.02,1.0,3325.0,3325.0,4.34,46.0,46.0,Nontechnical
5044,19060347,7.42,1.0,0.0,6.0,0.02,243.0,294.0,Nontechnical
5045,21050822,4.95,1.0,988.0,987.0,3.48,70.0,41.0,Technical
5046,18040296,1.79,1.0,0.0,0.0,0.0,158.0,206.0,Technical
5047,19060571,2.73,1.0,82.0,96.0,0.11,69.0,80.0,Nontechnical
5048,18040255,8.81,1.0,0.0,0.0,0.0,45.0,307.0,Technical
5049,21050719,9.95,1.0,0.0,0.0,0.0,76.0,76.0,Nontechnical
5050,19060416,0.95,1.0,357.0,712.0,0.62,31.0,31.0,Nontechnical
5051,19060416,3.4,1.0,938.0,906.0,1.7,43.0,65.0,Technical
5052,21050716,9.99,1.0,0.0,0.0,0.0,272.0,73.0,Nontechnical
5053,19060416,2.48,1.0,97.0,403.0,0.28,31.0,31.0,Nontechnical
5054,21050813,8.5,1.0,4702.0,7.0,5.61,33.0,84.0,Technical
5055,21110979,6.36,1.0,1998.0,1998.0,1.95,51.0,11.0,Technical
5056,21110979,1.41,1.0,498.0,892.0,0.92,51.0,11.0,Technical
5057,18040254,0.56,1.0,99.0,99.0,0.06,45.0,307.0,Technical
5058,21050851,9.91,1.0,0.0,0.0,0.0,62.0,423.0,Technical
5059,19060551,0.98,1.0,66.0,75.0,0.56,140.0,41.0,Nontechnical
5060,21050625,9.97,1.0,0.0,0.0,0.0,32.0,33.0,Technical
5061,19060356,2.83,1.0,963.0,963.0,2.02,67.0,68.0,Nontechnical
5062,19060334,3.91,1.0,958.0,959.0,3.67,59.0,24.0,Nontechnical
5063,19060416,9.98,1.0,957.0,966.0,1.48,31.0,34.0,Technical
5064,19060557,8.41,1.0,33.0,89.0,1.49,186.0,9.0,Nontechnical
5065,18040304,9.96,1.0,3077.0,3087.0,3.91,46.0,46.0,Nontechnical
5066,19060563,0.32,1.0,3.0,41.0,0.04,220.0,4.0,Technical
5067,19060395,9.99,1.0,0.0,3.0,0.01,31.0,34.0,Technical
5068,21050719,9.92,1.0,9972.0,9972.0,9.99,81.0,81.0,Nontechnical
5069,21110977,9.99,1.0,99.0,99.0,0.73,34.0,34.0,Technical
5070,21111040,9.15,1.0,755.0,775.0,2.73,37.0,3.0,Technical
5071,21110979,2.89,1.0,870.0,870.0,2.6,37.0,3.0,Technical
5072,21110967,5.72,1.0,99.0,99.0,1.19,34.0,34.0,Technical
5073,21050654,1.46,1.0,51.0,51.0,0.77,145.0,343.0,Nontechnical
5074,21110963,5.42,1.0,63.0,66.0,0.3,34.0,34.0,Technical
5075,18040193,0.82,1.0,79.0,79.0,0.7,53.0,320.0,Technical
5076,18040178,9.94,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
5077,21111028,6.92,1.0,995.0,995.0,3.91,68.0,240.0,Technical
5078,19060416,3.32,1.0,910.0,910.0,2.66,31.0,34.0,Technical
5079,18040245,9.49,1.0,1.0,1.0,0.04,45.0,307.0,Technical
5080,19060416,1.3,1.0,95.0,96.0,1.04,119.0,153.0,Technical
5081,18040304,0.59,1.0,3.0,3.0,0.0,35.0,89.0,Nontechnical
5082,18040304,9.04,1.0,967.0,966.0,9.92,46.0,46.0,Nontechnical
5083,21050651,9.15,1.0,0.0,0.0,0.03,69.0,76.0,Nontechnical
5084,19060395,2.54,1.0,941.0,941.0,1.66,31.0,34.0,Technical
5085,18040269,3.76,1.0,953.0,954.0,3.72,118.0,283.0,Technical
5086,21050851,9.95,1.0,351.0,351.0,0.24,62.0,423.0,Technical
5087,21110993,1.18,1.0,0.0,0.0,0.0,62.0,87.0,Technical
5088,18040240,9.94,1.0,0.0,0.0,0.0,91.0,95.0,Nontechnical
5089,17020142,9.95,1.0,1.0,1.0,0.02,177.0,524.0,Nontechnical
5090,19060326,7.83,1.0,23.0,5.0,0.09,300.0,40.0,Technical
5091,19060416,0.55,1.0,77.0,77.0,0.16,43.0,65.0,Technical
5092,19060572,5.03,1.0,0.0,0.0,0.02,270.0,511.0,Technical
5093,21110979,9.91,1.0,7.0,7.0,0.8,37.0,3.0,Technical
5094,21050784,3.9,1.0,958.0,959.0,3.86,41.0,42.0,Technical
5095,21050581,9.98,1.0,0.0,0.0,0.0,270.0,511.0,Technical
5096,21050855,1.29,1.0,59.0,59.0,1.23,51.0,74.0,Technical
5097,19060345,7.72,1.0,973.0,973.0,4.68,243.0,294.0,Nontechnical
5098,21050581,2.72,1.0,0.0,0.0,0.0,89.0,89.0,Technical
5099,21050710,18.06,1.0,98.0,98.0,0.12,149.0,73.0,Technical
5100,21050678,2.78,1.0,589.0,589.0,1.06,83.0,83.0,Nontechnical
5101,21050584,6.09,1.0,91.0,92.0,2.55,51.0,69.0,Technical
5102,21050719,9.94,1.0,0.0,0.0,0.0,79.0,100.0,Nontechnical
5103,21050654,3.72,1.0,678.0,678.0,1.45,145.0,343.0,Nontechnical
5104,21050599,2.28,1.0,0.0,0.0,0.0,56.0,58.0,Nontechnical
5105,18040298,9.91,1.0,851.0,852.0,7.23,46.0,46.0,Nontechnical
5106,21050654,3.65,1.0,961.0,961.0,3.12,43.0,43.0,Technical
5107,21050719,9.94,1.0,0.0,0.0,0.01,79.0,100.0,Nontechnical
5108,21110893,0.09,1.0,13.0,12.0,0.02,39.0,61.0,Technical
5109,21111069,0.67,1.0,94.0,94.0,0.63,60.0,320.0,Technical
5110,21110993,1.18,1.0,0.0,0.0,0.0,62.0,87.0,Technical
5111,21110989,8.55,1.0,75.0,78.0,2.23,62.0,87.0,Technical
5112,18040255,7.0,1.0,98.0,98.0,3.18,55.0,283.0,Technical
5113,18040245,8.46,1.0,20.0,20.0,0.01,47.0,544.0,Nontechnical
5114,18040215,5.06,1.0,706.0,707.0,1.39,185.0,525.0,Nontechnical
5115,18040304,6.48,1.0,3456.0,3461.0,3.85,146.0,224.0,Nontechnical
5116,21050719,9.99,1.0,934.0,934.0,8.46,81.0,81.0,Nontechnical
5117,21050697,3.67,1.0,990.0,989.0,2.9,83.0,83.0,Nontechnical
5118,18040296,0.58,1.0,0.0,0.0,0.0,158.0,206.0,Technical
5119,19060416,2.27,1.0,95.0,95.0,1.94,119.0,153.0,Technical
5120,18040304,2.24,1.0,764.0,765.0,1.48,61.0,81.0,Nontechnical
5121,18040234,4.43,1.0,0.0,0.0,0.0,91.0,95.0,Nontechnical
5122,19060382,8.12,1.0,629.0,94.0,2.35,187.0,84.0,Nontechnical
5123,21050584,9.99,1.0,94.0,94.0,0.86,51.0,69.0,Technical
5124,19060427,4.39,1.0,971.0,999.0,1.44,43.0,65.0,Technical
5125,19060415,5.65,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
5126,19060370,5.05,1.0,988.0,988.0,4.47,107.0,49.0,Technical
5127,19060438,1.8,1.0,966.0,941.0,1.33,43.0,65.0,Technical
5128,19060413,1.41,1.0,97.0,97.0,0.92,31.0,31.0,Nontechnical
5129,21050625,9.97,1.0,1.0,1.0,0.01,32.0,33.0,Technical
5130,21050584,7.93,1.0,8433.0,8434.0,4.44,51.0,69.0,Technical
5131,18040177,8.24,1.0,96.0,96.0,2.84,31.0,148.0,Technical
5132,17020141,1.27,1.0,0.0,253.0,0.37,167.0,55.0,Nontechnical
5133,17020151,9.95,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
5134,18040269,0.9,1.0,887.0,890.0,0.87,55.0,283.0,Technical
5135,19060411,9.92,1.0,1486.0,6.0,1.74,31.0,34.0,Technical
5136,18040221,3.68,1.0,11.0,11.0,0.03,52.0,94.0,Nontechnical
5137,19060551,2.34,1.0,986.0,988.0,1.3,45.0,74.0,Nontechnical
5138,19060364,6.19,1.0,924.0,924.0,4.22,187.0,84.0,Nontechnical
5139,21050747,9.93,1.0,0.0,0.0,0.0,39.0,69.0,Technical
5140,19060413,9.92,1.0,1.0,1.0,0.0,31.0,34.0,Technical
5141,19060326,0.76,1.0,70.0,141.0,0.23,97.0,98.0,Nontechnical
5142,21050601,7.26,1.0,65.0,67.0,7.18,60.0,61.0,Technical
5143,19060363,5.32,1.0,99.0,98.0,1.65,107.0,49.0,Technical
5144,21110979,3.63,1.0,972.0,972.0,1.92,37.0,3.0,Technical
5145,21050697,7.43,1.0,994.0,953.0,3.72,83.0,83.0,Nontechnical
5146,18040178,2.3,1.0,82.0,541.0,0.65,546.0,524.0,Nontechnical
5147,21050711,3.56,1.0,918.0,936.0,6.33,83.0,83.0,Nontechnical
5148,17020148,9.98,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
5149,19060326,1.91,1.0,500.0,500.0,1.55,59.0,24.0,Nontechnical
5150,21111028,4.51,1.0,770.0,770.0,1.61,68.0,240.0,Technical
5151,21050719,9.19,1.0,80.0,80.0,7.87,124.0,5.0,Technical
5152,19060427,1.11,1.0,970.0,999.0,1.06,43.0,65.0,Technical
5153,21050719,2.13,1.0,55.0,7.0,0.12,272.0,73.0,Nontechnical
5154,19060382,5.06,1.0,951.0,953.0,4.28,187.0,84.0,Nontechnical
5155,18040257,3.83,1.0,670.0,670.0,3.15,55.0,283.0,Technical
5156,18040304,3.63,1.0,445.0,3356.0,3.37,35.0,89.0,Nontechnical
5157,21050822,6.12,1.0,6.0,6.0,0.0,70.0,41.0,Technical
5158,21050716,5.47,1.0,992.0,992.0,4.46,272.0,73.0,Nontechnical
5159,19060395,3.26,1.0,995.0,996.0,2.67,31.0,34.0,Technical
5160,18040245,0.93,1.0,950.0,950.0,0.91,158.0,206.0,Technical
5161,21050719,3.48,1.0,819.0,819.0,2.09,124.0,5.0,Technical
5162,19060416,2.75,1.0,38.0,38.0,2.13,31.0,34.0,Technical
5163,18040271,1.92,1.0,91.0,91.0,0.11,40.0,77.0,Technical
5164,21050719,8.68,1.0,991.0,991.0,6.91,81.0,81.0,Nontechnical
5165,19060328,3.48,1.0,881.0,906.0,2.5,59.0,24.0,Nontechnical
5166,21050697,1.36,1.0,81.0,81.0,0.83,83.0,83.0,Nontechnical
5167,21050601,8.26,1.0,1093.0,1092.0,1.39,60.0,61.0,Technical
5168,21111040,3.63,1.0,972.0,972.0,1.92,37.0,3.0,Technical
5169,21050692,5.37,1.0,76.0,952.0,3.84,83.0,83.0,Nontechnical
5170,19060551,7.88,1.0,991.0,991.0,7.25,36.0,72.0,Nontechnical
5171,18040273,5.05,1.0,954.0,941.0,5.02,158.0,206.0,Technical
5172,21050719,6.52,1.0,970.0,970.0,4.5,81.0,81.0,Nontechnical
5173,21110989,6.69,1.0,830.0,85.0,1.22,62.0,87.0,Technical
5174,18040232,7.8,1.0,23.0,23.0,0.01,52.0,94.0,Nontechnical
5175,19060395,2.36,1.0,2488.0,2488.0,2.33,31.0,34.0,Technical
5176,21050645,1.7,1.0,0.0,0.0,0.0,65.0,66.0,Nontechnical
5177,21110874,6.37,1.0,3.0,0.0,0.0,304.0,67.0,Technical
5178,21050784,6.24,1.0,912.0,913.0,6.21,41.0,42.0,Technical
5179,18040203,9.35,1.0,986.0,986.0,7.46,31.0,40.0,Nontechnical
5180,18040245,6.31,1.0,0.0,0.0,0.0,47.0,544.0,Nontechnical
5181,19060415,4.23,1.0,867.0,884.0,1.43,31.0,31.0,Nontechnical
5182,21110993,9.98,1.0,82.0,85.0,0.5,62.0,87.0,Technical
5183,21110993,5.47,1.0,94.0,99.0,0.62,62.0,87.0,Technical
5184,19060416,2.29,1.0,0.0,0.0,0.0,43.0,65.0,Technical
5185,21110989,9.95,1.0,0.0,0.0,0.0,62.0,87.0,Technical
5186,21050783,2.76,1.0,984.0,985.0,2.09,264.0,14.0,Technical
5187,18040203,9.59,1.0,994.0,994.0,8.31,31.0,40.0,Nontechnical
5188,19060419,8.21,1.0,498.0,498.0,0.73,31.0,31.0,Nontechnical
5189,18040215,3.95,1.0,7.0,7.0,0.12,185.0,525.0,Nontechnical
5190,18040304,5.19,1.0,5.0,5.0,0.01,146.0,224.0,Nontechnical
5191,21110860,4.31,1.0,1134.0,1134.0,2.05,147.0,364.0,Technical
5192,18040296,6.96,1.0,968.0,968.0,4.49,158.0,206.0,Technical
5193,21110989,7.64,1.0,9.0,9.0,0.03,62.0,87.0,Technical
5194,19060395,0.33,1.0,37.0,37.0,0.32,31.0,34.0,Technical
5195,19060571,9.93,1.0,9925.0,9994.0,9.97,69.0,80.0,Nontechnical
5196,18040296,4.71,1.0,27.0,27.0,0.09,118.0,328.0,Nontechnical
5197,18040301,9.96,1.0,8640.0,8866.0,9.33,46.0,46.0,Nontechnical
5198,19060555,0.73,1.0,780.0,780.0,0.7,74.0,46.0,Nontechnical
5199,19060551,2.77,1.0,99.0,98.0,2.03,31.0,32.0,Nontechnical
5200,19060571,4.01,1.0,967.0,967.0,3.13,220.0,4.0,Technical
5201,19060416,0.79,1.0,0.0,0.0,0.0,31.0,31.0,Nontechnical
5202,18040178,4.12,1.0,0.0,0.0,0.0,177.0,524.0,Nontechnical
5203,21050601,4.26,1.0,80.0,995.0,2.67,32.0,135.0,Technical
5204,19060501,2.01,1.0,786.0,786.0,2.0,192.0,110.0,Technical
5205,18040178,6.58,1.0,3036.0,3035.0,6.55,95.0,95.0,Nontechnical
5206,21110903,0.93,1.0,611.0,611.0,0.72,39.0,61.0,Technical
5207,21110979,5.39,1.0,92.0,92.0,1.42,51.0,11.0,Technical
5208,21050776,1.98,1.0,953.0,953.0,1.92,264.0,14.0,Technical
5209,18040271,9.6,1.0,8.0,8.0,0.71,31.0,148.0,Technical
5210,18040304,7.62,1.0,4.0,4.0,0.09,46.0,46.0,Nontechnical
5211,21110961,9.94,1.0,449.0,450.0,0.91,34.0,34.0,Technical
5212,19060572,6.63,1.0,944.0,945.0,5.39,270.0,511.0,Technical
5213,21110979,1.1,1.0,68.0,826.0,0.82,51.0,11.0,Technical
5214,19060416,8.5,1.0,8.0,8.0,0.06,31.0,31.0,Nontechnical
5215,19060551,9.95,1.0,0.0,0.0,0.0,140.0,41.0,Nontechnical
5216,19060324,7.54,1.0,974.0,974.0,6.84,222.0,629.0,Nontechnical
5217,21050716,3.89,1.0,966.0,966.0,3.57,83.0,83.0,Nontechnical
5218,21110979,2.11,1.0,58.0,58.0,0.53,51.0,11.0,Technical
5219,18040304,7.63,1.0,31.0,92.0,7.38,35.0,89.0,Nontechnical
5220,21050697,3.67,1.0,889.0,899.0,3.3,83.0,83.0,Nontechnical
5221,21050719,9.95,1.0,0.0,0.0,0.0,79.0,100.0,Nontechnical
5222,21050582,0.25,1.0,236.0,236.0,0.2,51.0,69.0,Technical
5223,21110860,7.04,1.0,0.0,0.0,0.0,147.0,364.0,Technical
5224,21050719,9.93,1.0,6.0,6.0,0.19,79.0,100.0,Nontechnical
